EmployeeNumber,Age,Gender,Education,EducationField,MaritalStatus,JobRole,JobLevel,Department,MonthlyIncome,PercentSalaryHike,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,PerformanceRating,StandardHours,OverTime,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TrainingTimesLastYear,YearsSinceLastPromotion,DistanceFromHome,WorkLifeBalance,BusinessTravel,Churn
1766,38,Male,3,Medical,Married,Healthcare Representative,2,Research & Development,5811,16,1,4,2,3,3,80,Yes,3,15,1,2,0,18,1,3,0,Travel_Rarely,No
1767,43,Male,3,Technical Degree,Married,Research Scientist,1,Research & Development,2437,16,2,3,3,4,3,80,Yes,9,6,1,4,0,17,0,3,0,Travel_Frequently,Yes
1768,42,Male,3,Medical,Divorced,Laboratory Technician,1,Research & Development,2766,22,3,2,2,2,4,80,No,8,7,5,6,4,12,0,2,3,Travel_Rarely,No
1770,55,Male,3,Medical,Married,Research Director,5,Research & Development,19038,12,2,1,3,2,3,80,No,8,34,1,2,0,2,0,3,0,Travel_Rarely,No
1771,33,Male,3,Technical Degree,Divorced,Research Scientist,2,Research & Development,3055,15,3,2,4,4,3,80,No,5,11,9,2,7,4,1,2,8,Non-Travel,No
1772,41,Male,4,Life Sciences,Divorced,Laboratory Technician,1,Research & Development,2289,20,3,1,3,2,4,80,No,1,5,5,2,4,9,0,3,3,Travel_Rarely,No
1774,34,Male,3,Life Sciences,Divorced,Sales Executive,2,Sales,4001,14,3,3,4,3,3,80,Yes,1,15,15,3,7,10,0,3,14,Non-Travel,No
1775,53,Female,4,Medical,Married,Manufacturing Director,4,Research & Development,12965,20,2,3,1,4,4,80,Yes,4,27,3,2,2,1,0,2,2,Non-Travel,No
1778,43,Male,3,Life Sciences,Single,Human Resources,1,Human Resources,3539,13,3,4,2,2,3,80,No,0,10,9,5,8,2,1,3,7,Travel_Rarely,No
1779,34,Female,2,Life Sciences,Single,Sales Executive,2,Sales,6029,12,1,4,4,1,3,80,No,5,6,2,3,2,3,2,3,2,Travel_Rarely,No
1780,21,Male,1,Marketing,Single,Sales Representative,1,Sales,2679,13,3,2,2,2,3,80,No,1,1,1,3,0,7,1,3,0,Travel_Rarely,Yes
1782,38,Female,2,Other,Married,Laboratory Technician,1,Research & Development,3702,11,2,3,4,2,3,80,No,1,5,5,3,4,6,0,3,4,Travel_Rarely,No
1783,22,Female,1,Medical,Married,Laboratory Technician,1,Research & Development,2398,17,3,1,3,3,3,80,Yes,1,1,1,6,0,8,0,3,0,Travel_Rarely,Yes
1784,31,Female,4,Marketing,Married,Sales Executive,2,Sales,5468,14,2,4,1,1,3,80,No,1,13,12,3,7,29,5,3,7,Travel_Rarely,No
1786,51,Female,3,Technical Degree,Married,Manager,3,Research & Development,13116,11,3,3,1,4,3,80,No,2,15,2,2,2,3,2,3,2,Travel_Rarely,No
1787,37,Male,2,Marketing,Married,Sales Executive,2,Sales,4189,14,2,2,2,1,3,80,No,1,5,5,2,3,9,0,3,2,Travel_Rarely,No
1789,46,Male,4,Medical,Divorced,Research Director,5,Research & Development,19328,17,3,4,3,3,3,80,Yes,7,24,2,3,2,2,2,3,1,Travel_Rarely,No
1790,36,Male,3,Life Sciences,Married,Healthcare Representative,3,Research & Development,8321,13,3,1,4,4,3,80,Yes,7,15,12,1,7,10,5,3,8,Travel_Rarely,No
1792,44,Male,2,Medical,Divorced,Research Scientist,1,Research & Development,2342,12,3,2,3,3,3,80,Yes,1,6,5,2,3,1,2,2,3,Travel_Frequently,Yes
1794,37,Male,2,Other,Divorced,Human Resources,2,Human Resources,4071,13,3,2,3,3,3,80,No,2,19,10,4,7,8,4,2,0,Travel_Rarely,No
1797,35,Male,3,Life Sciences,Single,Sales Executive,2,Sales,5813,18,3,4,3,4,3,80,Yes,1,10,10,2,7,27,7,3,7,Travel_Rarely,Yes
1798,33,Male,4,Life Sciences,Married,Research Scientist,1,Research & Development,3143,19,4,1,4,2,3,80,No,6,14,10,1,6,8,7,3,8,Travel_Rarely,No
1799,28,Male,3,Life Sciences,Married,Research Scientist,1,Research & Development,2044,11,3,4,3,3,3,80,No,1,5,5,6,3,1,0,4,3,Travel_Rarely,No
1800,39,Male,1,Medical,Single,Research Director,3,Research & Development,13464,21,3,3,3,3,4,80,No,7,9,4,3,2,10,2,3,3,Travel_Rarely,No
1801,46,Male,2,Life Sciences,Single,Sales Executive,2,Sales,7991,15,2,2,2,3,3,80,No,8,6,2,3,2,26,2,3,2,Non-Travel,No
1802,40,Female,2,Life Sciences,Married,Laboratory Technician,1,Research & Development,3377,17,3,1,3,4,3,80,No,4,7,4,5,2,2,0,2,3,Travel_Rarely,No
1803,42,Male,3,Medical,Married,Healthcare Representative,2,Research & Development,5538,18,4,1,2,3,3,80,No,5,10,0,2,0,13,0,2,0,Travel_Rarely,No
1804,35,Male,2,Medical,Divorced,Manufacturing Director,2,Research & Development,5762,14,3,4,2,3,3,80,No,2,15,7,6,7,2,1,3,7,Non-Travel,No
1805,38,Male,3,Human Resources,Divorced,Human Resources,1,Human Resources,2592,13,3,2,1,4,3,80,No,5,13,11,3,8,2,3,3,10,Non-Travel,No
1807,34,Male,4,Life Sciences,Married,Laboratory Technician,2,Research & Development,5346,17,3,1,4,3,3,80,No,4,11,7,3,7,9,0,2,1,Travel_Frequently,Yes
1809,37,Male,4,Medical,Single,Manufacturing Director,2,Research & Development,4213,15,3,1,4,2,3,80,No,1,10,10,4,8,10,0,1,3,Travel_Rarely,Yes
1812,39,Male,3,Life Sciences,Divorced,Sales Executive,2,Sales,4127,18,3,4,3,4,3,80,No,2,7,2,6,2,20,2,3,1,Travel_Frequently,No
1813,43,Male,3,Life Sciences,Single,Research Scientist,1,Research & Development,2438,13,3,3,1,3,3,80,No,4,7,3,2,2,9,1,2,2,Non-Travel,No
1814,41,Male,3,Life Sciences,Single,Healthcare Representative,2,Research & Development,6870,12,4,2,2,1,3,80,No,3,11,3,3,2,5,1,1,2,Travel_Rarely,No
1815,41,Female,1,Marketing,Divorced,Sales Executive,3,Sales,10447,13,3,3,3,4,3,80,Yes,0,23,22,3,5,4,13,4,14,Travel_Rarely,No
1816,30,Female,3,Medical,Single,Manufacturing Director,3,Research & Development,9667,14,3,3,1,2,3,80,No,9,9,7,3,2,10,0,3,7,Travel_Rarely,No
1818,26,Female,2,Medical,Married,Human Resources,1,Human Resources,2148,11,3,2,4,3,3,80,Yes,0,6,5,3,4,20,1,3,1,Travel_Rarely,Yes
1821,46,Female,2,Medical,Married,Healthcare Representative,2,Research & Development,8926,22,3,2,4,4,4,80,No,4,13,9,2,7,21,3,4,7,Travel_Rarely,Yes
1822,40,Female,3,Life Sciences,Divorced,Healthcare Representative,2,Research & Development,6513,17,3,4,3,4,3,80,No,4,12,5,3,3,1,0,3,3,Travel_Rarely,No
1823,34,Male,2,Technical Degree,Married,Sales Executive,2,Sales,6799,21,4,3,2,3,4,80,No,1,10,10,5,8,8,4,3,8,Travel_Rarely,No
1824,58,Male,3,Medical,Divorced,Manager,4,Sales,16291,22,3,2,2,4,4,80,No,4,37,16,0,14,2,14,2,9,Non-Travel,No
1826,35,Male,4,Medical,Married,Laboratory Technician,1,Research & Development,2705,16,1,3,2,2,3,80,No,0,6,5,2,3,23,0,4,4,Travel_Rarely,No
1827,47,Female,3,Life Sciences,Divorced,Manufacturing Director,3,Research & Development,10333,12,2,2,3,3,3,80,Yes,8,28,22,4,10,4,14,3,11,Travel_Rarely,No
1829,40,Female,3,Life Sciences,Divorced,Healthcare Representative,2,Research & Development,4448,12,3,1,2,2,3,80,No,2,15,7,3,7,12,7,3,4,Travel_Rarely,No
1830,54,Female,4,Medical,Married,Research Scientist,2,Research & Development,6854,15,3,4,4,2,3,80,No,4,14,7,2,7,7,1,2,1,Travel_Rarely,No
1833,31,Female,4,Marketing,Married,Sales Executive,3,Sales,9637,14,3,1,1,4,3,80,No,2,9,3,3,2,7,2,3,2,Travel_Frequently,No
1834,28,Female,3,Medical,Married,Research Scientist,1,Research & Development,3591,25,3,1,3,3,4,80,No,1,3,3,3,2,1,1,3,2,Travel_Rarely,No
1835,38,Female,4,Marketing,Married,Sales Representative,2,Sales,5405,20,1,4,2,1,4,80,Yes,2,20,4,4,3,2,0,2,2,Travel_Rarely,No
1836,26,Male,3,Medical,Single,Sales Executive,2,Sales,4684,13,3,4,3,1,3,80,No,1,5,5,4,2,10,1,3,3,Travel_Rarely,No
1837,58,Male,4,Life Sciences,Married,Research Director,4,Research & Development,15787,14,3,3,1,2,3,80,Yes,2,23,2,3,2,15,2,3,2,Travel_Frequently,No
1839,18,Female,3,Medical,Single,Research Scientist,1,Research & Development,1514,16,3,3,2,3,3,80,No,1,0,0,4,0,14,0,1,0,Non-Travel,No
1842,31,Male,5,Human Resources,Married,Human Resources,1,Human Resources,2956,17,4,1,4,3,3,80,No,0,2,1,4,0,18,0,3,0,Travel_Rarely,Yes
1844,29,Male,3,Human Resources,Divorced,Human Resources,1,Human Resources,2335,15,2,1,1,4,3,80,Yes,4,4,2,3,0,13,2,3,2,Travel_Rarely,Yes
1845,45,Female,4,Life Sciences,Married,Sales Executive,2,Sales,5154,22,3,3,3,2,4,80,No,4,10,8,3,7,2,5,4,7,Non-Travel,No
1847,36,Female,4,Other,Married,Research Scientist,2,Research & Development,6962,22,3,2,4,4,4,80,Yes,4,15,1,2,0,2,0,3,0,Travel_Rarely,No
1849,43,Male,4,Life Sciences,Married,Sales Executive,2,Sales,5675,20,3,4,1,3,4,80,No,1,7,7,5,7,2,7,3,7,Travel_Frequently,No
1850,27,Female,2,Life Sciences,Single,Laboratory Technician,1,Research & Development,2379,14,3,4,4,3,3,80,Yes,0,6,5,3,2,5,0,2,4,Travel_Frequently,No
1852,29,Male,1,Medical,Married,Laboratory Technician,1,Research & Development,3812,13,3,4,4,2,3,80,No,1,11,11,3,10,20,3,4,8,Travel_Frequently,No
1853,32,Male,4,Marketing,Single,Sales Executive,2,Sales,4648,13,3,4,4,3,3,80,No,8,4,0,2,0,10,0,4,0,Travel_Frequently,No
1854,42,Male,4,Technical Degree,Married,Research Scientist,1,Research & Development,2936,22,3,3,3,2,4,80,No,3,10,6,1,3,10,3,2,3,Non-Travel,No
1856,47,Female,4,Life Sciences,Single,Laboratory Technician,1,Research & Development,2105,12,3,3,2,3,3,80,No,4,7,2,2,0,9,2,3,2,Travel_Rarely,No
1857,46,Male,2,Life Sciences,Divorced,Manufacturing Director,3,Research & Development,8578,14,3,4,4,3,3,80,No,3,12,9,4,7,2,4,2,8,Travel_Rarely,No
1858,28,Male,2,Life Sciences,Divorced,Human Resources,1,Human Resources,2706,15,3,4,3,2,3,80,No,1,3,3,2,2,1,2,3,2,Non-Travel,No
1859,29,Male,1,Life Sciences,Divorced,Healthcare Representative,2,Research & Development,6384,17,1,3,4,4,3,80,No,8,11,7,3,6,29,1,3,0,Travel_Rarely,No
1860,42,Male,3,Life Sciences,Single,Laboratory Technician,1,Research & Development,3968,13,3,3,4,4,3,80,No,4,8,0,3,0,8,0,3,0,Travel_Rarely,No
1862,32,Male,4,Marketing,Single,Sales Executive,2,Sales,9907,12,2,2,3,3,3,80,Yes,7,7,2,3,2,2,2,2,2,Travel_Rarely,Yes
1863,46,Female,3,Technical Degree,Divorced,Sales Executive,4,Sales,13225,12,4,1,1,4,3,80,No,2,25,19,5,8,3,2,3,17,Travel_Rarely,No
1864,27,Female,1,Medical,Married,Sales Representative,2,Sales,3540,21,2,3,2,4,4,80,No,1,9,9,5,8,23,5,3,8,Travel_Rarely,No
1865,29,Male,1,Medical,Married,Human Resources,1,Human Resources,2804,11,2,2,4,4,3,80,No,1,1,1,3,0,6,0,3,0,Travel_Rarely,No
1866,43,Female,3,Medical,Married,Manager,5,Research & Development,19392,13,2,3,1,4,3,80,No,7,21,16,2,14,6,6,3,12,Travel_Rarely,No
1867,48,Male,3,Life Sciences,Married,Research Director,5,Research & Development,19665,12,2,2,4,4,3,80,No,4,29,22,3,9,10,12,3,10,Travel_Rarely,No
1868,29,Male,2,Life Sciences,Single,Research Scientist,1,Research & Development,2439,24,2,4,4,2,4,80,Yes,1,1,1,3,0,24,1,2,0,Travel_Frequently,Yes
1869,46,Female,3,Life Sciences,Married,Sales Executive,3,Sales,7314,21,3,2,3,3,4,80,No,5,14,8,2,7,10,0,3,7,Travel_Rarely,Yes
1870,27,Female,3,Life Sciences,Married,Research Scientist,1,Research & Development,4774,19,2,1,4,4,3,80,No,0,8,7,2,3,15,7,2,6,Travel_Frequently,No
1871,39,Male,4,Other,Divorced,Research Scientist,2,Research & Development,3902,14,3,4,4,2,3,80,No,8,7,2,2,2,19,2,3,2,Travel_Rarely,No
1873,55,Male,4,Technical Degree,Married,Research Scientist,1,Research & Development,2662,20,2,4,2,2,4,80,No,8,19,5,2,4,2,0,4,2,Travel_Rarely,No
1875,28,Female,3,Medical,Married,Sales Representative,1,Sales,2856,19,3,2,2,4,3,80,No,1,1,1,3,0,3,0,3,0,Travel_Rarely,No
1876,30,Male,3,Medical,Single,Sales Representative,1,Sales,1081,13,3,4,2,3,3,80,No,1,1,1,3,0,9,0,2,0,Travel_Rarely,Yes
1878,22,Male,1,Life Sciences,Single,Research Scientist,1,Research & Development,2472,23,3,2,4,1,4,80,Yes,1,1,1,2,0,7,0,3,0,Travel_Rarely,Yes
1880,36,Female,4,Technical Degree,Married,Sales Executive,2,Sales,5673,13,2,3,2,1,3,80,Yes,1,10,10,4,7,10,1,3,9,Travel_Rarely,No
1881,31,Male,3,Life Sciences,Divorced,Laboratory Technician,2,Research & Development,4197,11,3,3,2,1,3,80,No,1,10,10,2,2,20,0,3,8,Travel_Rarely,No
1882,34,Male,3,Life Sciences,Married,Sales Executive,3,Sales,9713,13,3,4,3,4,3,80,Yes,2,9,5,3,0,4,1,3,3,Travel_Rarely,No
1883,29,Male,3,Life Sciences,Single,Laboratory Technician,1,Research & Development,2062,14,3,1,4,2,3,80,No,3,11,3,2,2,7,1,3,2,Travel_Rarely,No
1885,37,Male,4,Medical,Married,Research Scientist,2,Research & Development,4284,22,3,1,4,3,4,80,Yes,5,16,5,2,4,7,0,3,3,Travel_Rarely,No
1886,35,Female,2,Other,Married,Manufacturing Director,2,Research & Development,4788,11,2,2,4,4,3,80,Yes,0,4,3,2,2,16,0,3,2,Travel_Rarely,No
1888,45,Female,2,Life Sciences,Married,Manufacturing Director,2,Research & Development,5906,13,2,4,2,4,3,80,No,0,10,9,2,8,25,3,2,8,Travel_Rarely,No
1890,36,Male,1,Human Resources,Single,Human Resources,2,Human Resources,3886,21,2,4,2,4,4,80,No,1,10,10,2,8,2,0,2,1,Travel_Frequently,No
1892,40,Male,4,Life Sciences,Divorced,Manager,4,Research & Development,16823,11,3,1,1,1,3,80,No,2,22,19,3,16,1,11,3,7,Travel_Rarely,No
1893,26,Female,2,Life Sciences,Married,Research Scientist,1,Research & Development,2933,13,2,3,2,3,3,80,Yes,1,1,1,3,0,1,1,2,0,Travel_Rarely,No
1898,27,Female,2,Medical,Single,Sales Executive,2,Sales,6500,14,4,3,1,2,3,80,No,0,9,8,5,7,2,0,2,7,Travel_Rarely,No
1900,48,Female,3,Medical,Divorced,Manager,4,Research & Development,17174,11,3,4,4,2,3,80,No,3,24,22,3,7,22,4,3,17,Travel_Frequently,No
1903,44,Male,4,Life Sciences,Married,Healthcare Representative,2,Research & Development,5033,15,4,1,2,4,3,80,No,2,10,2,5,2,1,2,3,0,Travel_Rarely,No
1905,34,Male,4,Technical Degree,Married,Research Scientist,1,Research & Development,2307,23,1,1,4,2,4,80,Yes,1,5,5,2,0,16,3,3,2,Non-Travel,Yes
1907,56,Male,2,Life Sciences,Single,Laboratory Technician,1,Research & Development,2587,16,3,4,1,4,3,80,No,1,5,4,3,0,24,1,3,2,Travel_Rarely,Yes
1908,36,Male,2,Marketing,Married,Sales Executive,2,Sales,5507,16,2,2,3,3,3,80,No,2,12,4,1,3,17,1,1,2,Travel_Rarely,No
1909,41,Female,3,Marketing,Married,Sales Executive,2,Sales,4393,21,3,2,3,3,4,80,No,5,14,5,3,4,8,1,3,4,Travel_Rarely,No
1911,42,Male,3,Medical,Married,Research Director,3,Research & Development,13348,13,3,1,3,2,3,80,No,9,18,13,3,7,6,5,4,7,Travel_Rarely,No
1912,31,Female,2,Medical,Divorced,Sales Executive,2,Sales,6583,11,3,4,3,4,3,80,Yes,2,8,5,2,4,10,1,3,2,Travel_Rarely,No
1915,34,Female,1,Medical,Married,Sales Executive,2,Sales,8103,12,2,4,4,3,3,80,Yes,3,9,4,3,1,3,0,2,2,Travel_Rarely,No
1916,31,Female,3,Medical,Divorced,Laboratory Technician,1,Research & Development,3978,12,4,3,1,2,3,80,No,8,4,2,0,2,4,2,2,2,Travel_Rarely,No
1918,26,Male,3,Other,Married,Laboratory Technician,1,Research & Development,2544,18,4,4,3,1,3,80,No,0,8,7,3,7,6,7,3,7,Travel_Frequently,No
1922,45,Male,4,Medical,Single,Healthcare Representative,2,Research & Development,5399,12,3,3,2,3,3,80,No,4,12,4,3,3,1,0,3,2,Travel_Frequently,No
1924,33,Male,4,Marketing,Single,Sales Executive,2,Sales,5487,14,3,3,2,2,3,80,No,1,10,10,2,9,10,0,2,4,Travel_Rarely,No
1927,28,Male,2,Life Sciences,Married,Sales Executive,2,Sales,6834,12,2,4,3,3,3,80,Yes,1,7,7,2,7,1,0,3,7,Travel_Frequently,No
1928,29,Male,3,Technical Degree,Single,Sales Representative,1,Sales,1091,17,4,1,3,4,3,80,No,1,1,1,3,0,24,0,3,0,Travel_Frequently,Yes
1929,39,Female,4,Life Sciences,Married,Sales Executive,2,Sales,5736,19,1,3,1,3,3,80,No,6,10,3,1,2,21,1,3,2,Non-Travel,No
1931,27,Male,4,Technical Degree,Married,Research Scientist,1,Research & Development,2226,11,3,2,2,3,3,80,No,1,6,5,3,2,2,1,2,3,Travel_Rarely,No
1932,34,Male,4,Other,Married,Research Scientist,2,Research & Development,5747,15,2,4,3,2,3,80,Yes,1,16,15,3,11,22,6,3,10,Travel_Frequently,No
1933,28,Female,2,Marketing,Single,Sales Executive,2,Sales,9854,11,3,3,4,4,3,80,Yes,3,6,2,0,2,13,2,3,0,Travel_Rarely,Yes
1934,47,Male,4,Technical Degree,Married,Research Scientist,2,Research & Development,5467,18,3,2,3,3,3,80,No,8,16,8,4,7,14,1,4,7,Non-Travel,No
1935,56,Female,5,Marketing,Married,Sales Executive,2,Sales,5380,16,2,1,4,3,3,80,No,4,6,0,3,0,11,0,3,0,Travel_Rarely,No
1936,39,Male,2,Medical,Married,Manufacturing Director,2,Research & Development,5151,25,3,1,1,4,4,80,No,1,10,10,3,9,9,7,3,0,Travel_Rarely,No
1937,38,Female,3,Medical,Divorced,Research Scientist,2,Research & Development,2133,16,2,2,4,3,3,80,Yes,1,20,20,3,7,8,0,3,11,Travel_Frequently,No
1938,58,Female,3,Life Sciences,Married,Manager,4,Sales,17875,13,3,4,4,3,3,80,Yes,4,29,1,2,0,21,0,2,0,Travel_Rarely,No
1939,32,Female,2,Life Sciences,Single,Research Scientist,1,Research & Development,2432,14,4,3,1,1,3,80,Yes,3,8,4,2,3,5,0,3,1,Travel_Frequently,Yes
1940,38,Male,2,Life Sciences,Divorced,Research Scientist,1,Research & Development,4771,19,3,4,2,4,3,80,No,2,10,5,0,3,9,0,4,2,Travel_Rarely,No
1941,49,Male,1,Life Sciences,Married,Research Director,5,Research & Development,19161,15,3,4,2,4,3,80,No,3,28,5,3,3,2,4,3,4,Travel_Frequently,No
1943,42,Male,4,Marketing,Divorced,Sales Executive,2,Sales,5087,12,3,4,2,3,3,80,Yes,3,14,0,4,0,12,0,3,0,Travel_Rarely,No
1944,27,Female,3,Human Resources,Married,Human Resources,1,Human Resources,2863,12,2,2,1,1,3,80,No,1,1,1,2,0,22,0,3,0,Travel_Frequently,Yes
1945,35,Male,4,Medical,Married,Sales Executive,2,Sales,5561,16,3,1,2,4,3,80,No,0,6,5,2,4,18,0,1,3,Travel_Rarely,No
1947,28,Male,3,Medical,Single,Research Scientist,1,Research & Development,2144,14,3,3,3,3,3,80,No,1,5,5,3,4,16,1,2,3,Non-Travel,No
1948,31,Male,2,Medical,Divorced,Research Scientist,1,Research & Development,3065,13,3,1,3,4,3,80,Yes,1,4,4,3,3,3,2,4,2,Non-Travel,No
1949,36,Male,4,Life Sciences,Married,Laboratory Technician,1,Research & Development,2810,22,4,2,1,2,4,80,No,1,5,5,3,2,9,0,3,4,Non-Travel,No
1950,34,Male,3,Marketing,Single,Sales Executive,3,Sales,9888,21,3,4,1,1,4,80,No,1,14,14,3,1,1,2,2,8,Travel_Rarely,No
1951,34,Male,4,Medical,Divorced,Sales Executive,3,Sales,8628,18,3,3,4,3,3,80,No,1,9,8,2,1,13,1,2,7,Travel_Rarely,No
1952,26,Male,3,Medical,Single,Laboratory Technician,1,Research & Development,2867,13,3,1,3,4,3,80,No,0,8,7,6,6,1,7,2,7,Travel_Rarely,No
1954,29,Male,3,Life Sciences,Married,Healthcare Representative,2,Research & Development,5373,12,3,1,1,1,3,80,No,0,6,5,5,2,1,0,2,3,Travel_Rarely,No
1955,32,Female,4,Medical,Divorced,Healthcare Representative,2,Research & Development,6667,18,3,4,3,2,3,80,No,5,9,5,6,2,15,1,3,1,Non-Travel,No
1956,31,Male,3,Life Sciences,Married,Research Scientist,2,Research & Development,5003,21,1,1,4,2,4,80,No,1,10,10,6,7,1,8,3,8,Travel_Frequently,No
1960,28,Male,3,Technical Degree,Divorced,Laboratory Technician,1,Research & Development,2367,12,2,4,3,1,3,80,No,5,6,4,2,3,17,0,2,1,Travel_Rarely,Yes
1961,38,Male,3,Life Sciences,Single,Sales Representative,1,Sales,2858,14,2,1,1,1,3,80,No,4,20,1,3,0,1,0,2,0,Travel_Rarely,No
1962,35,Female,4,Life Sciences,Married,Sales Executive,2,Sales,5204,11,3,4,3,4,3,80,Yes,1,10,10,2,9,7,0,3,8,Travel_Rarely,No
1965,27,Male,3,Marketing,Single,Sales Executive,2,Sales,4105,14,3,4,4,1,3,80,No,1,7,7,5,7,9,0,3,7,Travel_Rarely,No
1966,32,Male,4,Life Sciences,Single,Manufacturing Director,2,Research & Development,9679,24,2,4,4,2,4,80,No,8,8,1,1,0,5,0,3,0,Travel_Rarely,No
1967,31,Male,4,Marketing,Married,Sales Executive,2,Sales,5617,11,3,4,1,3,3,80,Yes,1,10,10,4,8,26,0,3,7,Travel_Frequently,Yes
1968,53,Male,4,Life Sciences,Single,Sales Executive,3,Sales,10448,13,3,1,1,2,3,80,Yes,6,15,2,2,2,24,2,2,2,Travel_Rarely,Yes
1969,54,Female,2,Life Sciences,Married,Research Scientist,2,Research & Development,2897,11,3,3,1,3,3,80,No,3,9,4,6,3,9,2,2,3,Travel_Rarely,No
1970,33,Male,2,Life Sciences,Divorced,Healthcare Representative,2,Research & Development,5968,20,3,3,4,3,4,80,No,1,9,9,2,8,7,2,3,7,Travel_Frequently,No
1971,43,Male,3,Life Sciences,Married,Healthcare Representative,3,Research & Development,7510,17,3,3,1,2,3,80,No,1,10,10,1,9,11,0,3,9,Travel_Rarely,No
1972,38,Male,4,Other,Married,Human Resources,1,Human Resources,2991,11,3,2,4,2,3,80,Yes,0,7,6,2,2,1,1,3,2,Travel_Frequently,No
1973,55,Male,4,Human Resources,Married,Manager,5,Human Resources,19636,18,4,2,3,1,3,80,Yes,4,35,10,0,4,26,1,3,9,Travel_Rarely,No
1974,31,Female,1,Medical,Divorced,Laboratory Technician,1,Research & Development,1129,11,1,4,4,3,3,80,Yes,1,1,1,4,0,2,0,3,0,Travel_Rarely,No
1975,39,Male,4,Marketing,Single,Sales Executive,4,Sales,13341,12,3,1,2,1,3,80,No,0,21,20,3,10,15,11,3,8,Travel_Rarely,No
1976,42,Male,2,Life Sciences,Single,Research Scientist,2,Research & Development,4332,12,2,3,4,4,3,80,No,1,20,20,2,7,23,3,3,9,Non-Travel,No
1979,31,Female,3,Medical,Married,Research Director,3,Research & Development,11031,20,3,3,3,3,4,80,No,4,13,11,2,8,10,4,4,7,Non-Travel,No
1980,54,Female,3,Medical,Single,Manufacturing Director,2,Research & Development,4440,19,3,1,3,4,3,80,Yes,6,9,5,3,4,10,1,3,2,Travel_Rarely,No
1981,24,Male,2,Life Sciences,Single,Healthcare Representative,2,Research & Development,4617,12,2,3,2,2,3,80,No,1,4,4,2,2,1,1,2,3,Travel_Rarely,No
1982,23,Male,2,Other,Single,Laboratory Technician,1,Research & Development,2647,13,3,4,4,3,3,80,No,1,5,5,6,4,12,1,4,2,Travel_Rarely,No
1985,40,Female,3,Technical Degree,Married,Laboratory Technician,2,Research & Development,6323,11,3,3,4,1,3,80,No,1,10,10,2,4,11,9,4,9,Travel_Frequently,No
1986,40,Female,2,Marketing,Married,Sales Executive,2,Sales,5677,14,3,2,2,3,3,80,No,3,15,11,4,10,2,5,3,8,Travel_Rarely,No
1987,25,Female,3,Human Resources,Married,Human Resources,1,Human Resources,2187,14,3,2,3,3,3,80,No,4,6,2,3,2,2,1,3,0,Travel_Rarely,No
1989,30,Male,2,Medical,Married,Laboratory Technician,1,Research & Development,3748,13,3,2,4,3,3,80,No,1,12,12,6,7,1,1,2,8,Travel_Rarely,No
1992,25,Male,1,Other,Divorced,Laboratory Technician,1,Research & Development,3977,19,3,3,4,3,3,80,Yes,6,7,2,2,2,2,0,2,2,Travel_Rarely,No
1993,47,Male,3,Medical,Single,Healthcare Representative,3,Research & Development,8633,23,3,3,1,2,4,80,No,2,25,17,3,11,25,12,3,14,Travel_Rarely,No
1994,33,Male,2,Medical,Divorced,Laboratory Technician,1,Research & Development,2008,12,2,3,2,3,3,80,No,1,1,1,2,0,1,0,2,1,Non-Travel,No
1995,38,Male,4,Life Sciences,Married,Sales Executive,2,Sales,4440,15,3,2,4,1,3,80,No,0,16,15,3,8,1,5,3,13,Travel_Rarely,No
1996,31,Male,2,Life Sciences,Married,Sales Representative,1,Sales,3067,19,3,3,1,3,3,80,No,0,3,2,1,2,2,1,3,2,Travel_Rarely,No
1997,38,Male,4,Life Sciences,Married,Manufacturing Director,2,Research & Development,5321,11,2,3,1,4,3,80,No,2,10,8,1,7,6,7,3,3,Travel_Frequently,No
1998,42,Male,4,Life Sciences,Divorced,Research Scientist,2,Research & Development,5410,17,3,1,4,3,3,80,Yes,6,9,4,3,2,18,1,2,3,Travel_Rarely,No
1999,41,Male,3,Life Sciences,Married,Research Scientist,1,Research & Development,2782,22,3,4,4,1,4,80,No,3,12,5,3,0,1,1,3,3,Travel_Rarely,No
2000,47,Female,1,Medical,Married,Research Director,3,Research & Development,11957,18,3,2,3,1,3,80,No,0,14,13,3,12,1,5,1,8,Non-Travel,No
2003,35,Male,4,Medical,Married,Laboratory Technician,1,Research & Development,2660,11,3,3,4,3,3,80,Yes,7,5,2,3,2,11,2,3,2,Travel_Rarely,No
2007,22,Male,2,Life Sciences,Single,Research Scientist,1,Research & Development,3375,12,3,3,4,4,3,80,No,0,4,3,2,2,1,1,4,2,Travel_Rarely,No
2008,35,Male,4,Medical,Single,Research Scientist,2,Research & Development,5098,19,3,3,2,2,3,80,No,1,10,10,5,8,9,0,3,7,Travel_Rarely,No
2009,33,Female,2,Medical,Married,Healthcare Representative,2,Research & Development,4878,13,3,4,2,1,3,80,Yes,0,10,9,6,1,15,8,3,7,Travel_Rarely,No
2010,32,Female,4,Life Sciences,Single,Laboratory Technician,1,Research & Development,2837,13,2,2,3,3,3,80,No,1,6,6,3,1,29,4,3,2,Travel_Rarely,No
2012,40,Male,4,Life Sciences,Married,Laboratory Technician,1,Research & Development,2406,19,3,4,1,3,3,80,No,8,8,1,3,0,1,0,2,0,Travel_Rarely,No
